,has_bug,has_document,has_feature,has_improve,has_refactor,has_test,has_fix,has_error,has_update,title_length,body_length,created_hour,created_dayofweek,created_month,created_year,comments,commits,additions,deletions,changed_files,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_updated,files_added,files_deleted,files_updated,file_developer,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
77,0,0,0,0,0,0,1,0,0,37,11,7,2,8,2018,1,1,4,1,1,1,1,1,4,1,0,0,0,0,0,1,0,1,1,0,0,6,2
78,0,0,0,0,0,0,0,0,0,49,125,5,6,8,2018,13,11,66,31,8,2,1,1,66,31,0,0,0,1,0,7,0,8,7,0,0,7,21
79,0,0,0,0,1,1,0,0,0,45,166,1,6,8,2018,1,1,12,0,1,1,1,1,12,0,0,0,0,0,0,1,0,1,1,0,0,9,27
80,0,0,0,0,0,0,0,0,0,28,61,2,1,8,2018,1,1,4,0,2,1,2,1,4,0,0,0,0,1,0,1,0,2,1,0,0,4,10
81,0,0,0,0,0,0,0,0,0,22,41,15,2,8,2018,7,15,125,32,7,3,4,4,125,32,0,0,0,2,0,5,0,7,5,0,0,4,7
82,0,0,0,0,0,1,0,0,0,15,35,15,3,8,2018,1,7,77,0,4,2,4,4,77,0,0,0,0,2,0,2,0,4,2,0,0,3,4
83,0,0,0,0,0,0,0,0,0,35,0,23,3,8,2018,7,1,3,0,1,0,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,5,0
84,0,0,0,0,0,0,1,0,0,52,48,9,4,8,2018,7,1,28,12,1,1,1,1,28,12,0,0,0,0,0,1,0,1,1,0,0,8,2
85,0,0,0,0,0,0,0,0,0,30,0,22,4,8,2018,0,1,10,5,1,1,1,1,10,5,0,0,0,0,0,1,0,1,1,0,0,5,0
86,0,0,0,0,0,0,1,1,0,33,149,18,0,9,2018,0,1,8,13,1,1,1,1,8,13,0,0,0,0,0,1,0,1,1,0,0,3,24
87,0,0,0,0,0,0,0,0,0,27,0,21,0,9,2018,1,1,6,1,1,0,1,1,6,1,0,0,0,0,0,1,0,1,1,0,0,4,0
88,0,0,0,0,0,0,0,1,0,62,487,19,1,9,2018,15,18,31,10,2,1,1,1,31,10,0,0,0,0,0,2,0,2,2,0,0,10,84
89,0,0,0,0,0,0,0,0,0,15,0,7,2,9,2018,0,1,374,0,4,2,4,3,374,0,0,0,0,2,0,2,0,4,2,0,0,3,0
90,0,0,0,0,0,0,0,0,0,48,0,7,2,9,2018,4,3,4453,0,4,1,3,2,4453,0,0,0,0,3,0,1,0,4,1,0,0,8,0
91,0,0,0,0,0,0,0,0,0,30,51,13,2,9,2018,1,2,52,1,3,1,3,2,52,1,0,0,0,2,0,1,0,3,1,0,0,4,2
92,0,0,0,0,0,0,0,0,0,18,36,21,2,9,2018,1,1,1040,0,3,1,3,2,1040,0,0,0,0,2,0,1,0,3,1,0,0,3,6
93,0,0,0,0,0,1,1,0,0,31,941,12,4,9,2018,3,1,7,2,1,1,1,1,7,2,0,0,0,0,0,1,0,1,1,0,0,6,144
94,0,0,0,0,0,0,0,0,0,37,178,8,5,9,2018,6,1,24,0,1,0,1,1,24,0,0,0,0,0,0,1,0,1,1,0,0,6,33
95,0,0,0,0,0,0,1,0,0,51,282,17,4,9,2018,8,5,14,4,2,1,1,1,14,4,0,0,0,0,0,2,0,2,2,0,0,8,40
96,0,0,0,0,0,0,0,0,0,43,54,21,5,9,2018,13,4,26,3,4,1,2,2,26,3,0,0,0,0,0,4,0,4,4,0,0,6,9
97,0,0,0,0,0,0,1,0,0,54,128,1,5,9,2018,3,1,9,0,1,1,1,1,9,0,0,0,0,0,0,1,0,1,1,0,0,11,23
98,0,0,0,0,0,0,0,0,0,47,423,0,0,9,2018,8,6,18,4,2,1,1,1,18,4,0,0,0,0,0,2,0,2,2,0,0,6,77
99,0,0,0,0,0,0,0,0,0,26,73,2,1,9,2018,1,6,4,0,1,1,1,1,4,0,0,0,0,0,0,1,0,1,1,0,0,4,12
100,0,0,0,0,0,0,1,0,0,85,11,19,0,9,2018,1,1,4,0,1,1,1,1,4,0,0,0,0,0,0,1,0,1,1,0,0,15,2
101,0,0,1,0,0,1,1,0,0,22,1980,2,1,9,2018,28,17,850,236,32,4,3,3,850,236,0,0,0,7,0,25,0,32,25,0,0,3,301
102,0,0,0,0,0,0,0,0,0,31,74,6,1,9,2018,2,1,7,3,1,1,1,1,7,3,0,0,0,0,0,1,0,1,1,0,0,6,15
103,0,0,0,0,0,0,0,0,1,40,85,13,2,9,2018,5,1,2,6,1,0,1,1,2,6,0,0,0,0,0,1,0,1,1,0,0,6,17
104,0,0,0,0,0,0,0,0,0,55,16,20,2,9,2018,1,1,28,0,1,0,1,1,28,0,0,0,0,0,0,1,0,1,1,0,0,8,3
105,0,0,0,0,0,0,0,0,0,40,184,16,4,9,2018,1,1,20,0,1,0,1,1,20,0,0,0,0,0,0,1,0,1,1,0,0,7,34
106,0,0,0,0,0,0,0,0,0,40,11,18,1,9,2018,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,6,2
107,0,0,0,0,0,0,1,0,0,30,84,7,2,9,2018,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,6,14
108,0,0,0,0,0,0,1,0,0,9,179,12,3,9,2018,2,1,3,3,1,0,1,1,3,3,0,0,0,0,0,1,0,1,1,0,0,2,29
109,0,0,0,0,0,0,0,0,0,58,26,10,2,9,2018,1,2,4,1,2,2,2,2,4,1,0,0,0,0,0,2,0,2,2,0,0,8,6
110,0,0,0,0,0,0,0,0,0,61,0,14,4,9,2018,4,1,14,44,3,1,3,3,14,44,0,0,0,0,0,3,0,3,3,0,0,7,0
111,0,0,0,0,0,0,0,0,0,44,330,20,1,9,2018,9,1,8,1,1,1,1,1,8,1,0,0,0,0,0,1,0,1,1,0,0,5,59
112,0,0,0,0,0,0,0,0,0,17,28,9,6,9,2018,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,2,0,2,2,0,0,4,4
113,0,0,0,0,0,0,0,0,0,49,51,20,0,10,2018,10,8,337,255,8,2,5,5,337,255,0,0,0,2,0,6,0,8,6,0,0,7,6
114,0,0,0,0,0,0,0,0,0,18,0,8,3,10,2018,0,1,21,0,2,1,2,2,21,0,0,0,0,1,0,1,0,2,1,0,0,3,0
115,0,0,0,0,0,0,1,0,0,40,182,20,1,10,2018,3,1,20,1,4,1,3,3,20,1,0,0,0,0,0,4,0,4,4,0,0,7,26
116,0,0,0,0,0,0,0,0,1,18,0,15,4,10,2018,0,1,2,3,3,2,3,2,2,3,0,0,0,0,0,3,0,3,3,0,0,3,0
117,0,0,0,0,0,0,1,0,0,37,84,21,4,10,2018,0,1,3,1,1,0,1,1,3,1,0,0,0,0,0,1,0,1,1,0,0,6,16
118,0,1,0,0,0,0,0,0,0,47,0,17,5,10,2018,2,1,3,0,1,0,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,9,0
119,0,0,0,0,0,1,0,0,0,17,500,12,6,10,2018,2,12,252,123,11,2,5,5,252,123,0,0,0,1,0,10,0,11,10,0,0,2,57
120,0,0,0,0,0,0,0,0,0,29,532,21,6,10,2018,3,12,188,23,13,2,5,5,188,23,0,0,0,3,0,10,0,13,10,0,0,4,76
121,0,0,0,0,0,0,0,0,0,37,792,14,6,10,2018,0,3,141,17,5,1,3,3,141,17,0,0,0,0,0,5,0,5,5,0,0,6,58
122,0,0,0,0,0,0,0,0,0,32,68,12,0,10,2018,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6,15
123,0,0,0,0,0,0,0,0,1,19,173,20,0,10,2018,2,1,45,36,1,0,1,1,45,36,0,0,0,0,0,1,0,1,1,0,0,2,30
124,0,0,0,0,0,0,0,0,0,35,31,8,1,10,2018,2,1,58,0,4,2,4,3,58,0,0,0,0,2,0,2,0,4,2,0,0,5,2
125,0,1,0,0,0,0,0,0,0,27,95,15,1,10,2018,1,1,9,1,1,0,1,1,9,1,0,0,0,0,0,1,0,1,1,0,0,3,16
126,0,0,0,0,0,0,0,0,1,23,1937,19,1,10,2018,0,1,88,117,5,2,4,4,88,117,0,0,0,0,0,5,0,5,5,0,0,4,275
127,0,0,0,0,0,1,0,0,0,28,0,20,2,10,2018,0,1,215,43,8,3,4,4,215,43,0,0,0,5,1,2,0,8,2,0,0,4,0
128,0,0,0,0,0,0,0,0,0,24,78,4,2,10,2018,10,3,35,2,4,1,1,1,35,2,0,0,0,0,0,4,0,4,4,0,0,4,14
129,0,0,0,0,0,0,1,0,0,45,96,13,3,10,2018,2,2,5,0,1,0,1,1,5,0,0,0,0,0,0,1,0,1,1,0,0,8,15
130,0,0,0,0,0,0,0,0,0,15,49,19,3,10,2018,1,46,1275,653,33,8,14,13,1275,653,0,0,0,10,0,23,0,33,23,0,0,2,8
131,0,0,0,0,0,1,0,1,0,34,187,15,4,10,2018,11,5,74,25,3,2,1,1,74,25,0,0,0,0,0,3,0,3,3,0,0,4,28
132,0,0,0,0,0,1,0,0,0,47,47,14,6,10,2018,10,6,170,246,9,3,2,2,170,246,0,0,0,1,6,2,0,9,2,0,0,6,2
133,0,0,0,0,0,0,0,0,1,31,0,20,1,10,2018,0,1,25,25,4,0,4,4,25,25,0,0,0,0,0,4,0,4,4,0,0,5,0
134,0,0,0,0,0,0,0,0,0,24,342,20,2,10,2018,0,1,80,3,6,1,1,1,80,3,0,0,0,1,0,5,0,6,5,0,0,3,52
135,0,0,0,0,0,0,0,0,0,28,4,7,3,10,2018,0,2,2,1,1,0,1,1,2,1,0,0,0,0,0,1,0,1,1,0,0,5,1
136,0,0,0,0,0,1,0,0,0,31,0,19,4,10,2018,0,1,20,22,2,1,1,1,20,22,0,0,0,0,0,2,0,2,2,0,0,4,0
137,0,0,0,0,0,0,0,0,0,30,7,22,4,10,2018,0,1,142,21,5,2,1,1,142,21,0,0,0,0,0,5,0,5,5,0,0,5,2
138,0,0,0,0,0,0,0,0,0,18,47,10,6,10,2018,0,4,31,11,4,1,1,1,31,11,0,0,0,0,0,4,0,4,4,0,0,3,2
139,0,0,0,0,0,0,0,0,0,60,12,13,6,10,2018,2,4,31,9,2,1,1,1,31,9,0,0,0,0,0,2,0,2,2,0,0,9,2
140,0,0,0,0,0,1,0,0,0,27,183,21,3,10,2018,11,6,41,3,3,3,2,2,41,3,0,0,0,1,0,2,0,3,2,0,0,4,33
141,0,0,0,0,0,0,0,0,0,49,11,20,2,10,2018,0,1,6,4,2,1,2,2,6,4,0,0,0,0,0,2,0,2,2,0,0,6,2
142,0,0,0,0,0,0,0,0,0,40,205,19,2,10,2018,12,6,23,2,4,1,1,1,23,2,0,0,0,0,0,4,0,4,4,0,0,7,28
143,0,0,0,0,0,0,0,0,0,41,253,20,2,10,2018,0,1,23,3,2,1,1,1,23,3,0,0,0,0,0,2,0,2,2,0,0,5,35
144,0,0,0,0,0,0,1,0,0,45,112,23,2,10,2018,5,4,10,1,1,1,1,1,10,1,0,0,0,0,0,1,0,1,1,0,0,6,22
145,0,0,1,0,0,0,0,0,0,43,951,12,3,11,2018,4,4,98,6,6,2,2,2,98,6,0,0,0,1,0,5,0,6,5,0,0,4,111
146,0,0,0,0,0,0,0,0,0,26,0,12,3,11,2018,0,3,10,283,21,3,3,3,10,283,0,0,0,0,0,21,0,21,21,0,0,6,0
147,0,0,0,0,0,0,0,0,0,25,0,17,4,11,2018,0,1,15,1,3,1,3,3,15,1,0,0,0,0,0,3,0,3,3,0,0,5,0
148,0,0,1,0,0,1,1,0,1,36,5934,3,0,11,2018,0,1,8,11,2,0,2,2,8,11,0,0,0,0,0,2,0,2,2,0,0,6,567
149,0,0,0,0,0,0,0,0,1,42,3240,3,0,11,2018,0,1,4,4,2,0,2,2,4,4,0,0,0,0,0,2,0,2,2,0,0,6,410
150,0,0,0,0,0,0,0,0,0,38,45,14,1,11,2018,0,1,8,0,1,0,1,1,8,0,0,0,0,0,0,1,0,1,1,0,0,4,8
151,0,0,0,0,0,0,0,0,1,37,108,14,0,11,2018,5,3,35,0,1,0,1,1,35,0,0,0,0,0,0,1,0,1,1,0,0,6,17
152,1,0,0,0,0,1,1,0,1,32,5720,9,6,11,2018,0,2,5,5,3,1,3,3,5,5,0,0,0,0,0,3,0,3,3,0,0,6,510
153,0,0,0,0,0,0,0,0,0,41,13,13,6,11,2018,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,7,2
154,0,0,0,0,0,0,0,0,0,16,174,4,3,11,2018,2,10,444,1,2,1,1,1,444,1,0,0,0,1,0,1,0,2,1,0,0,2,30
155,0,0,0,0,0,0,0,0,0,15,25,10,5,11,2018,1,1,665,0,2,1,2,2,665,0,0,0,0,1,0,1,0,2,1,0,0,3,1
156,0,0,0,0,0,1,0,0,0,40,71,14,0,11,2018,0,2,2,1,2,2,2,2,2,1,0,0,0,0,0,2,0,2,2,0,0,7,2
157,1,0,0,0,0,0,1,0,1,37,4287,3,2,11,2018,0,1,4,4,2,0,2,2,4,4,0,0,0,0,0,2,0,2,2,0,0,6,444
158,0,0,0,0,0,0,0,0,0,22,0,3,0,11,2018,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,4,0
159,0,0,0,0,0,0,1,0,0,20,0,1,1,11,2018,0,1,2,2,1,1,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,4,0
160,0,0,0,0,0,0,0,0,1,32,2998,3,4,11,2018,0,1,8,14,2,0,2,2,8,14,0,0,0,0,0,2,0,2,2,0,0,6,365
161,0,0,0,0,0,0,0,0,0,37,105,4,1,11,2018,0,1,10,10,2,1,1,1,10,10,0,0,0,0,0,2,0,2,2,0,0,5,21
162,0,0,0,0,0,0,0,0,0,53,133,18,6,12,2018,1,1,4,8,1,0,1,1,4,8,0,0,0,0,0,1,0,1,1,0,0,7,20
163,0,0,0,0,0,0,0,0,0,31,11,20,6,12,2018,0,1,8,0,1,0,1,1,8,0,0,0,0,0,0,1,0,1,1,0,0,4,2
164,0,0,0,0,0,0,0,0,1,32,3641,3,0,12,2018,0,1,7,7,1,0,1,1,7,7,0,0,0,0,0,1,0,1,1,0,0,6,401
165,0,0,0,0,0,0,1,1,0,32,208,10,0,12,2018,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,5,41
166,0,0,0,0,0,0,0,0,1,29,2724,3,4,12,2018,0,1,7,7,2,0,2,2,7,7,0,0,0,0,0,2,0,2,2,0,0,6,358
167,0,0,0,0,0,0,1,0,0,20,88,15,1,12,2018,1,1,287,0,4,2,4,3,287,0,0,0,0,2,0,2,0,4,2,0,0,3,14
168,0,0,0,0,0,0,0,0,0,41,11,20,4,12,2018,0,1,18,2,1,1,1,1,18,2,0,0,0,0,0,1,0,1,1,0,0,8,2
169,0,0,0,0,0,0,1,0,0,36,10,20,4,12,2018,0,2,8,6,3,1,3,3,8,6,0,0,0,0,0,3,0,3,3,0,0,5,2
