,has_bug,has_document,has_feature,has_improve,has_refactor,has_test,has_fix,has_error,has_update,title_length,body_length,created_hour,created_dayofweek,created_month,created_year,comments,commits,additions,deletions,changed_files,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_updated,files_added,files_deleted,files_updated,file_developer,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
83,0,0,0,0,0,0,0,0,0,64,303,5,5,12,2017,4,4,62,34,5,2,1,1,62,34,0,0,0,0,0,5,0,5,5,0,0,9,53
84,0,0,0,0,0,0,0,0,0,18,92,18,6,12,2017,2,5,26,23,2,1,2,2,26,23,0,0,0,0,0,2,0,2,2,0,0,3,18
85,0,0,1,0,0,1,0,0,1,27,359,14,5,12,2017,3,2,78,64,4,1,3,3,78,64,0,0,0,0,0,4,0,4,4,0,0,3,57
86,0,0,0,0,0,0,0,0,0,27,232,14,0,1,2018,0,1,102,146,13,6,2,2,102,146,0,0,0,0,0,13,0,13,13,0,0,4,35
87,0,0,0,0,0,0,0,1,1,25,290,16,5,12,2017,1,1,49,55,3,1,3,3,49,55,0,0,0,0,0,3,0,3,3,0,0,3,33
88,0,0,0,0,0,0,1,0,0,43,119,20,1,1,2018,1,1,3,3,1,1,1,1,3,3,0,0,0,0,0,1,0,1,1,0,0,6,22
89,0,0,0,0,0,0,0,0,0,36,11,9,2,1,2018,0,1,8,3,2,1,1,1,8,3,0,0,0,0,0,2,0,2,2,0,0,5,2
90,0,0,0,0,0,0,0,0,0,63,158,4,2,1,2018,2,3,25,9,4,1,1,1,25,9,0,0,0,1,0,3,0,4,3,0,0,11,27
91,0,0,0,0,0,1,1,0,0,63,478,23,0,1,2018,38,2,39,10,4,2,1,1,39,10,0,0,0,0,0,4,0,4,4,0,0,8,87
92,0,0,0,0,0,0,1,0,0,9,70,10,2,1,2018,2,1,2,2,1,0,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,2,11
93,0,0,0,0,0,0,0,0,0,18,467,19,5,1,2018,8,14,58,1,3,0,3,3,58,1,0,0,0,2,0,1,0,3,1,0,0,3,49
94,0,0,0,0,0,0,1,0,0,54,5,18,2,1,2018,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,9,1
95,0,0,0,0,0,0,0,0,0,30,380,23,5,1,2018,23,8,152,18,4,2,1,1,152,18,0,0,0,0,0,4,0,4,4,0,0,6,73
